  20.00 0.3378
  19.00 0.3417
  18.00 0.3465
  17.00 0.3522
  16.00 0.3593
  15.00 0.3683
  14.00 0.3800
  13.00 0.3958
  12.00 0.4187
  11.75 0.4266
  11.58 0.4325 # Estimated triple point
