0.10 +7.43313738e+01
0.12 +5.46386941e+01
0.14 +4.24619861e+01
0.16 +3.43789445e+01
0.18 +2.87261607e+01
0.20 +2.46132608e+01
0.22 +2.15273781e+01
0.24 +1.91555609e+01
0.26 +1.72977738e+01
0.28 +1.58212077e+01
0.30 +1.46348781e+01
0.32 +1.36748180e+01
0.34 +1.28950946e+01
0.36 +1.22621724e+01
0.38 +1.17512729e+01
0.40 +1.13439686e+01
0.42 +1.10265634e+01
0.44 +1.07889893e+01
0.46 +1.06240546e+01
0.48 +1.05269386e+01
0.50 +1.04948682e+01

